Parasite.species,Parasite.group,minLCL,maxLCL,midLCL,Host.no,Facultative,Stage,Def.int,Flex.cycle,Length,Width,Biovolume,Host.nofac,trans_to_int,trans_to_def,trans_to_fac,trans_to_human,complete_size
Rictularia proni,nematode,2,2,2,2,no,adult,def,no,43.5,0.79,21.38152252,2nd,no,no,no,no,incomplete
Rodentolepis asymmetrica,cestode,2,2,2,0,NA,embryo,NA,no,0.025,0.025,0.000327249,propagule,yes,no,no,no,complete
Rodentolepis asymmetrica,cestode,2,2,2,1,no,1larv,int,no,0.12,0.11,0.006911504,1st,no,yes,no,no,complete
Rodentolepis asymmetrica,cestode,2,2,2,2,no,adult,def,no,67.5,3.333333333,214.1666667,2nd,no,no,no,no,complete
Rodentolepis microstoma,cestode,2,2,2,0,NA,embryo,NA,no,0.03195,0.029425,0.000523122,propagule,yes,no,no,no,complete
Rodentolepis microstoma,cestode,2,2,2,1,no,1larv,int,no,0.2379,0.2125,0.037142788,1st,no,yes,no,no,complete
Rodentolepis microstoma,cestode,2,2,2,2,no,adult,def,no,140.375,1.595,238.4233333,2nd,no,no,no,no,complete
Rodentolepis straminea,cestode,2,2,2,0,NA,embryo,NA,no,0.02974,0.0255,0.000407209,propagule,yes,no,no,no,incomplete
Rodentolepis straminea,cestode,2,2,2,1,no,1larv,int,no,NA,NA,NA,1st,no,yes,no,no,incomplete
Rodentolepis straminea,cestode,2,2,2,2,no,adult,def,no,73.75,1.8,131.9166667,2nd,no,no,no,no,incomplete
Ryjikovilepis dubininae,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Ryjikovilepis dubininae,cestode,2,2,2,1,no,1larv,int,no,0.648,0.408,0.138431139,1st,no,yes,no,no,incomplete
Ryjikovilepis dubininae,cestode,2,2,2,2,no,adult,def,no,10.1,0.45,4.545,2nd,no,no,no,no,incomplete
Salvelinema salmonicola,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Salvelinema salmonicola,nematode,2,2,2,1,no,1larv,int,no,8.46,0.19,0.239865311,1st,no,yes,no,no,incomplete
Salvelinema salmonicola,nematode,2,2,2,2,no,adult,def,no,17.07114286,0.3789,3.048055826,2nd,no,no,no,no,incomplete
Salvelinema walkeri,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Salvelinema walkeri,nematode,2,2,2,1,no,1larv,int,no,6.85,0.136,0.099508062,1st,no,yes,no,no,incomplete
Salvelinema walkeri,nematode,2,2,2,2,no,adult,def,no,23.945,0.5275,5.233839856,2nd,no,no,no,no,incomplete
Schistocephalus pungitii,cestode,3,3,3,0,NA,free larva,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Schistocephalus pungitii,cestode,3,3,3,1,no,1larv,int,no,0.349,0.148,0.006003973,1st,yes,no,no,no,incomplete
Schistocephalus pungitii,cestode,3,3,3,2,no,2larv,int,no,22.95566667,4.415,97.682105,2nd,no,yes,no,no,incomplete
Schistocephalus pungitii,cestode,3,3,3,3,no,adult,def,no,NA,NA,NA,3rd,no,no,no,no,incomplete
Schistocephalus solidus,cestode,3,3,3,0,NA,free larva,NA,no,0.03975,0.03775,0.000785987,propagule,yes,no,no,no,complete
Schistocephalus solidus,cestode,3,3,3,1,no,1larv,int,no,0.304,0.0785,0.002055168,1st,yes,no,no,no,complete
Schistocephalus solidus,cestode,3,3,3,2,no,2larv,int,no,32.3325,5.1575,168.75085,2nd,no,yes,no,no,complete
Schistocephalus solidus,cestode,3,3,3,3,no,adult,def,no,56.61083333,5.885833333,342.6682896,3rd,no,no,no,no,complete
Schistotaenia colymba,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Schistotaenia colymba,cestode,2,2,2,1,no,1larv,int,no,1.18,0.7,0.432492589,1st,no,yes,no,no,incomplete
Schistotaenia colymba,cestode,2,2,2,2,no,adult,def,no,41.5,2.5,103.75,2nd,no,no,no,no,incomplete
Schistotaenia srivastavai,cestode,2,2,2,0,NA,embryo,NA,no,0.019,NA,NA,propagule,yes,no,no,no,incomplete
Schistotaenia srivastavai,cestode,2,2,2,1,no,1larv,int,no,0.792,0.572,0.237202812,1st,no,yes,no,no,incomplete
Schistotaenia srivastavai,cestode,2,2,2,2,no,adult,def,no,7.05,1.425,10.055,2nd,no,no,no,no,incomplete
Schistotaenia tenuicirrus,cestode,2,2,2,0,NA,embryo,NA,no,0.053,0.05,0.001387537,propagule,yes,no,no,no,complete
Schistotaenia tenuicirrus,cestode,2,2,2,1,no,1larv,int,no,20,3,141.3716694,1st,no,yes,no,no,complete
Schistotaenia tenuicirrus,cestode,2,2,2,2,no,adult,def,no,35,1.85,64.75,2nd,no,no,no,no,complete
Schizorchis altaica,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Schizorchis altaica,cestode,2,2,2,1,no,1larv,int,no,0.112,0.088,0.00516059,1st,no,yes,no,no,incomplete
Schizorchis altaica,cestode,2,2,2,2,no,adult,def,no,68,3,204,2nd,no,no,no,no,incomplete
Sciurotaenia transversaria,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Sciurotaenia transversaria,cestode,2,2,2,1,no,1larv,int,no,0.19,0.187,0.018603464,1st,no,yes,no,no,incomplete
Sciurotaenia transversaria,cestode,2,2,2,2,no,adult,def,no,130,8,1040,2nd,no,no,no,no,incomplete
Sclerocollum saudii,acanthocephalan,2,2,2,0,NA,embryo,NA,no,0.0164,0.0046,3.95E-05,propagule,yes,no,no,no,complete
Sclerocollum saudii,acanthocephalan,2,2,2,1,no,1larv,int,no,1.3475,0.161,0.02768411,1st,no,yes,no,no,complete
Sclerocollum saudii,acanthocephalan,2,2,2,2,no,adult,def,no,12.806,1.278,16.42725832,2nd,no,no,no,no,complete
Serpinema trispinosum,nematode,2,3,2.5,0,NA,free larva,NA,yes,0.268,0.01425,4.31E-05,propagule,yes,no,no,no,incomplete
Serpinema trispinosum,nematode,2,3,2.5,1,no,1larv,int,yes,NA,NA,NA,1st,yes,no,yes,no,incomplete
Serpinema trispinosum,nematode,2,3,2.5,2,paratenic,2larv,int,yes,1.249625,0.062125,0.003810457,2nd,no,yes,no,no,incomplete
Serpinema trispinosum,nematode,2,3,2.5,3,no,adult,def,yes,10.0975,0.363,1.109363423,3rd,no,no,no,no,incomplete
Serratospiculum seurati,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Serratospiculum seurati,nematode,2,2,2,1,no,1larv,int,no,2.655,0.0625,0.008145438,1st,no,yes,no,no,incomplete
Serratospiculum seurati,nematode,2,2,2,2,no,adult,def,no,129,0.7,49.64501791,2nd,no,no,no,no,incomplete
Serratospiculum tendo,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Serratospiculum tendo,nematode,2,2,2,1,no,1larv,int,no,1.09,0.062,0.003290787,1st,no,yes,no,no,incomplete
Serratospiculum tendo,nematode,2,2,2,2,no,adult,def,no,206.5,0.848,117.2189845,2nd,no,no,no,no,incomplete
Seuratum cadarachense,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Seuratum cadarachense,nematode,2,2,2,1,no,1larv,int,no,0.8,0.072,0.003257203,1st,no,yes,no,no,incomplete
Seuratum cadarachense,nematode,2,2,2,2,no,adult,def,no,NA,NA,NA,2nd,no,no,no,no,incomplete
Seuratum nguyenvanaii,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Seuratum nguyenvanaii,nematode,2,2,2,1,no,1larv,int,no,0.75,0.05,0.001472622,1st,no,yes,no,no,incomplete
Seuratum nguyenvanaii,nematode,2,2,2,2,no,adult,def,no,NA,NA,NA,2nd,no,no,no,no,incomplete
Sicarius dipterum,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Sicarius dipterum,nematode,2,2,2,1,no,1larv,int,no,1.5,NA,NA,1st,no,yes,no,no,incomplete
Sicarius dipterum,nematode,2,2,2,2,no,adult,def,no,18.5125,0.305,1.645713985,2nd,no,no,no,no,incomplete
Simondsia paradoxa,nematode,2,3,2.5,0,NA,embryo,NA,yes,NA,NA,NA,propagule,yes,no,no,no,incomplete
Simondsia paradoxa,nematode,2,3,2.5,1,no,1larv,int,yes,1.5215,0.073,0.006907981,1st,yes,no,yes,no,incomplete
Simondsia paradoxa,nematode,2,3,2.5,2,paratenic,2larv,int,yes,NA,NA,NA,2nd,no,yes,no,no,incomplete
Simondsia paradoxa,nematode,2,3,2.5,3,no,adult,def,yes,12.87,1.9525,13.09839933,3rd,no,no,no,no,incomplete
Skrjabinelazia galliardi,nematode,1,2,1.5,0,NA,embryo,NA,yes,0.4,0.021,0.000138544,propagule,yes,no,yes,no,incomplete
Skrjabinelazia galliardi,nematode,1,2,1.5,1,paratenic,1larv,int,yes,NA,NA,NA,1st,no,yes,no,no,incomplete
Skrjabinelazia galliardi,nematode,1,2,1.5,2,no,adult,def,yes,12.125,0.27,0.694223254,2nd,no,no,no,no,incomplete
Skrjabinema ovis,nematode,1,1,1,0,NA,embryo,NA,no,NA,NA,NA,propagule,no,yes,no,no,incomplete
Skrjabinema ovis,nematode,1,1,1,1,no,adult,def,no,7.495,0.45,1.192028245,1st,no,no,no,no,incomplete
Skrjabingylus chitwoodorum,nematode,2,3,2.5,0,NA,free larva,NA,yes,0.457333333,0.015333333,8.57E-05,propagule,yes,no,no,no,incomplete
Skrjabingylus chitwoodorum,nematode,2,3,2.5,1,no,1larv,int,yes,0.8545,0.0395,0.001058489,1st,yes,no,yes,no,incomplete
Skrjabingylus chitwoodorum,nematode,2,3,2.5,2,paratenic,2larv,int,yes,NA,NA,NA,2nd,no,yes,no,no,incomplete
Skrjabingylus chitwoodorum,nematode,2,3,2.5,3,no,adult,def,yes,37.94666667,0.783,21.41787206,3rd,no,no,no,no,incomplete
Skrjabingylus lutrae,nematode,2,3,2.5,0,NA,free larva,NA,yes,0.3975,NA,NA,propagule,yes,no,no,no,incomplete
Skrjabingylus lutrae,nematode,2,3,2.5,1,no,1larv,int,yes,0.8735,0.025,0.000428778,1st,yes,no,yes,no,incomplete
Skrjabingylus lutrae,nematode,2,3,2.5,2,paratenic,2larv,int,yes,NA,NA,NA,2nd,no,yes,no,no,incomplete
Skrjabingylus lutrae,nematode,2,3,2.5,3,no,adult,def,yes,24,0.895,15.09896553,3rd,no,no,no,no,incomplete
Skrjabingylus nasicola,nematode,2,3,2.5,0,NA,free larva,NA,yes,0.318,0.0145,5.33E-05,propagule,yes,no,no,no,incomplete
Skrjabingylus nasicola,nematode,2,3,2.5,1,no,1larv,int,yes,0.800166667,0.044,0.001388245,1st,yes,no,yes,no,incomplete
Skrjabingylus nasicola,nematode,2,3,2.5,2,paratenic,2larv,int,yes,NA,NA,NA,2nd,no,yes,no,no,incomplete
Skrjabingylus nasicola,nematode,2,3,2.5,3,no,adult,def,yes,16.675,0.55,4.316993529,3rd,no,no,no,no,incomplete
Skrjabingylus petrowi,nematode,2,3,2.5,0,NA,free larva,NA,yes,0.395,0.018,0.000100515,propagule,yes,no,no,no,incomplete
Skrjabingylus petrowi,nematode,2,3,2.5,1,no,1larv,int,yes,NA,NA,NA,1st,yes,no,yes,no,incomplete
Skrjabingylus petrowi,nematode,2,3,2.5,2,paratenic,2larv,int,yes,NA,NA,NA,2nd,no,yes,no,no,incomplete
Skrjabingylus petrowi,nematode,2,3,2.5,3,no,adult,def,yes,30.8625,0.881666667,18.257278,3rd,no,no,no,no,incomplete
Skrjabinocerca americana,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Skrjabinocerca americana,nematode,2,2,2,1,no,1larv,int,no,2.25,0.088,0.013684778,1st,no,yes,no,no,incomplete
Skrjabinocerca americana,nematode,2,2,2,2,no,adult,def,no,6,0.22875,0.24641082,2nd,no,no,no,no,incomplete
Skrjabinocerca prima,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Skrjabinocerca prima,nematode,2,2,2,1,no,1larv,int,no,NA,NA,NA,1st,no,yes,no,no,incomplete
Skrjabinocerca prima,nematode,2,2,2,2,no,adult,def,no,6.29,0.2445,0.295323668,2nd,no,no,no,no,incomplete
Skrjabinoclava inornatae,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Skrjabinoclava inornatae,nematode,2,2,2,1,no,1larv,int,no,1.317555556,0.041666667,0.001796538,1st,no,yes,no,no,incomplete
Skrjabinoclava inornatae,nematode,2,2,2,2,no,adult,def,no,4.15,0.173833333,0.101779313,2nd,no,no,no,no,incomplete
Skrjabinoclava morrisoni,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Skrjabinoclava morrisoni,nematode,2,2,2,1,no,1larv,int,no,0.575,0.0245,0.000271075,1st,no,yes,no,no,incomplete
Skrjabinoclava morrisoni,nematode,2,2,2,2,no,adult,def,no,4,0.1685,0.089196884,2nd,no,no,no,no,incomplete
Skrjabinoptera phrynosoma,nematode,2,2,2,0,NA,embryo,NA,no,0.357,0.022,0.000135707,propagule,yes,no,no,no,complete
Skrjabinoptera phrynosoma,nematode,2,2,2,1,no,1larv,int,no,5.93,0.37,0.637599581,1st,no,yes,no,no,complete
Skrjabinoptera phrynosoma,nematode,2,2,2,2,no,adult,def,no,18.82,0.685,7.554833291,2nd,no,no,no,no,complete
Sobolevicanthus bisaccata,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Sobolevicanthus bisaccata,cestode,2,2,2,1,no,1larv,int,no,0.19,0.17,0.01691224,1st,no,yes,no,no,incomplete
Sobolevicanthus bisaccata,cestode,2,2,2,2,no,adult,def,no,104,6.75,697,2nd,no,no,no,no,incomplete
Sobolevicanthus gracilis,cestode,2,3,2.5,0,NA,embryo,NA,yes,0.02598,0.017425,0.000258675,propagule,yes,no,no,no,complete
Sobolevicanthus gracilis,cestode,2,3,2.5,1,no,1larv,int,yes,0.1925,0.1525,0.015583609,1st,yes,no,yes,no,complete
Sobolevicanthus gracilis,cestode,2,3,2.5,2,paratenic,2larv,int,yes,0.29,0.1585,0.024067218,2nd,no,yes,no,no,complete
Sobolevicanthus gracilis,cestode,2,3,2.5,3,no,adult,def,yes,142.8181818,1.876,302.333,3rd,no,no,no,no,complete
Sobolevicanthus krabbeella,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Sobolevicanthus krabbeella,cestode,2,2,2,1,no,1larv,int,no,NA,NA,NA,1st,no,yes,no,no,incomplete
Sobolevicanthus krabbeella,cestode,2,2,2,2,no,adult,def,no,26.5,1.06,31.33,2nd,no,no,no,no,incomplete
Sobolevicanthus octacantha,cestode,2,3,2.5,0,NA,embryo,NA,yes,NA,NA,NA,propagule,yes,no,no,no,incomplete
Sobolevicanthus octacantha,cestode,2,3,2.5,1,no,1larv,int,yes,NA,NA,NA,1st,yes,no,yes,no,incomplete
Sobolevicanthus octacantha,cestode,2,3,2.5,2,paratenic,2larv,int,yes,0.1695,0.142,0.012602499,2nd,no,yes,no,no,incomplete
Sobolevicanthus octacantha,cestode,2,3,2.5,3,no,adult,def,yes,51.33333333,1.1445,59.67,3rd,no,no,no,no,incomplete
Soboliphyme baturini,nematode,2,3,2.5,0,NA,embryo,NA,yes,NA,NA,NA,propagule,yes,no,no,no,incomplete
Soboliphyme baturini,nematode,2,3,2.5,1,no,1larv,int,yes,1.85,0.181,0.047601294,1st,yes,no,yes,no,incomplete
Soboliphyme baturini,nematode,2,3,2.5,2,paratenic,2larv,int,yes,3.805,0.309375,0.292726688,2nd,no,yes,no,no,incomplete
Soboliphyme baturini,nematode,2,3,2.5,3,no,adult,def,yes,21.025,1.50625,38.61772814,3rd,no,no,no,no,incomplete
Soboliphyme occidentalis,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Soboliphyme occidentalis,nematode,2,2,2,1,no,1larv,int,no,NA,NA,NA,1st,no,yes,no,no,incomplete
Soboliphyme occidentalis,nematode,2,2,2,2,no,adult,def,no,23.2565,0.864,13.63520658,2nd,no,no,no,no,incomplete
Soboliphyme soricis,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Soboliphyme soricis,nematode,2,2,2,1,no,1larv,int,no,NA,NA,NA,1st,no,yes,no,no,incomplete
Soboliphyme soricis,nematode,2,2,2,2,no,adult,def,no,46,1.5,75.98727231,2nd,no,no,no,no,incomplete
Southwellina hispida,acanthocephalan,2,3,2.5,0,NA,embryo,NA,yes,NA,NA,NA,propagule,yes,no,no,no,incomplete
Southwellina hispida,acanthocephalan,2,3,2.5,1,no,1larv,int,yes,2.16,0.88,1.31373865,1st,yes,no,yes,no,incomplete
Southwellina hispida,acanthocephalan,2,3,2.5,2,paratenic,2larv,int,yes,NA,NA,NA,2nd,no,yes,no,no,incomplete
Southwellina hispida,acanthocephalan,2,3,2.5,3,no,adult,def,yes,11.575,1.928333333,41.99663911,3rd,no,no,no,no,incomplete
Spathebothrium simplex,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Spathebothrium simplex,cestode,2,2,2,1,no,1larv,int,no,10.95,0.544,2.54508212,1st,no,yes,no,no,incomplete
Spathebothrium simplex,cestode,2,2,2,2,no,adult,def,no,19.36363636,NA,NA,2nd,no,no,no,no,incomplete
Sphaerirostris picae,acanthocephalan,2,3,2.5,0,NA,embryo,NA,yes,NA,NA,NA,propagule,yes,no,no,no,incomplete
Sphaerirostris picae,acanthocephalan,2,3,2.5,1,no,1larv,int,yes,2.655,0.745,1.15735596,1st,yes,no,yes,no,incomplete
Sphaerirostris picae,acanthocephalan,2,3,2.5,2,paratenic,2larv,int,yes,NA,NA,NA,2nd,no,yes,no,no,incomplete
Sphaerirostris picae,acanthocephalan,2,3,2.5,3,no,adult,def,yes,12.62,1.99,39.25142147,3rd,no,no,no,no,incomplete
Spinicauda freitasi,nematode,1,1,1,0,NA,embryo,NA,no,0.44,NA,NA,propagule,no,yes,no,no,all missing
Spinicauda freitasi,nematode,1,1,1,1,no,adult,def,no,NA,NA,NA,1st,no,no,no,no,all missing
Spinitectus carolini,nematode,2,3,2.5,0,NA,embryo,NA,yes,0.291,0.027,0.000166614,propagule,yes,no,no,no,complete
Spinitectus carolini,nematode,2,3,2.5,1,no,1larv,int,yes,1.38,0.036,0.001404669,1st,no,yes,no,no,complete
Spinitectus carolini,nematode,2,3,2.5,2,no,adult,def,yes,6.3165,0.11,0.04878053,2nd,no,no,no,no,complete
Spinitectus gracilis,nematode,2,3,2.5,0,NA,embryo,NA,yes,0.34,0.031,0.000256621,propagule,yes,no,no,no,complete
Spinitectus gracilis,nematode,2,3,2.5,1,no,1larv,int,yes,1.779,0.041,0.002348732,1st,no,yes,no,no,complete
Spinitectus gracilis,nematode,2,3,2.5,2,no,adult,def,yes,9.375,0.155,0.117932443,2nd,no,no,no,no,complete
Spinitectus inermis,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Spinitectus inermis,nematode,2,2,2,1,no,1larv,int,no,0.35,0.033,0.000299355,1st,no,yes,no,no,incomplete
Spinitectus inermis,nematode,2,2,2,2,no,adult,def,no,NA,NA,NA,2nd,no,no,no,no,incomplete
Spinitectus micracanthus,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Spinitectus micracanthus,nematode,2,2,2,1,no,1larv,int,no,1.3,0.035,0.001250747,1st,no,yes,no,no,incomplete
Spinitectus micracanthus,nematode,2,2,2,2,no,adult,def,no,18,0.1735,0.425560534,2nd,no,no,no,no,incomplete
Spinitectus ranae,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Spinitectus ranae,nematode,2,2,2,1,no,1larv,int,no,1.49,0.0725,0.006151091,1st,no,yes,no,no,incomplete
Spinitectus ranae,nematode,2,2,2,2,no,adult,def,no,5.21,0.1829,0.173957292,2nd,no,no,no,no,incomplete
Spirocamallanus cricotus,nematode,2,2,2,0,NA,free larva,NA,no,0.4685,0.023,0.00019465,propagule,yes,no,no,no,complete
Spirocamallanus cricotus,nematode,2,2,2,1,no,1larv,int,no,0.774,0.0305,0.000565497,1st,no,yes,no,no,complete
Spirocamallanus cricotus,nematode,2,2,2,2,no,adult,def,no,24.65,0.1845,0.659021443,2nd,no,no,no,no,complete
Spirocamallanus fulvidraconis,nematode,2,2,2,0,NA,free larva,NA,no,0.455,0.0225,0.000321621,propagule,yes,no,no,no,complete
Spirocamallanus fulvidraconis,nematode,2,2,2,1,no,1larv,int,no,0.733,0.04,0.000921115,1st,no,yes,no,no,complete
Spirocamallanus fulvidraconis,nematode,2,2,2,2,no,adult,def,no,8.665625,0.174125,0.237091478,2nd,no,no,no,no,complete
Spirocamallanus hilarii,nematode,2,3,2.5,0,NA,free larva,NA,yes,0.512485,0.0285,0.000327673,propagule,yes,no,no,no,incomplete
Spirocamallanus hilarii,nematode,2,3,2.5,1,no,1larv,int,yes,0.71,0.035,0.0006831,1st,yes,no,yes,no,incomplete
Spirocamallanus hilarii,nematode,2,3,2.5,2,paratenic,2larv,int,yes,NA,NA,NA,2nd,no,yes,no,no,incomplete
Spirocamallanus hilarii,nematode,2,3,2.5,3,no,adult,def,yes,13.50625,0.35,1.339506778,3rd,no,no,no,no,incomplete
Spirocamallanus mysti,nematode,2,2,2,0,NA,free larva,NA,no,0.3285,0.01725,7.68E-05,propagule,yes,no,no,no,complete
Spirocamallanus mysti,nematode,2,2,2,1,no,1larv,int,no,0.7045,0.03225,0.000575939,1st,no,yes,no,no,complete
Spirocamallanus mysti,nematode,2,2,2,2,no,adult,def,no,5.991428571,0.1315,0.082487699,2nd,no,no,no,no,complete
Spirocerca lupi,nematode,2,3,2.5,0,NA,embryo,NA,yes,0.1195,0.01365,2.13E-05,propagule,yes,no,no,no,complete
Spirocerca lupi,nematode,2,3,2.5,1,no,1larv,int,yes,2.2073,0.1011,0.022416592,1st,yes,no,yes,no,complete
Spirocerca lupi,nematode,2,3,2.5,2,paratenic,2larv,int,yes,2.55,0.1375,0.039149644,2nd,no,yes,no,no,complete
Spirocerca lupi,nematode,2,3,2.5,3,no,adult,def,yes,70,1,58.90486225,3rd,no,no,no,no,complete
Spirometra erinacei,cestode,3,4,3.5,0,NA,free larva,NA,yes,0.039133333,0.029966667,0.000614131,propagule,yes,no,no,no,incomplete
Spirometra erinacei,cestode,3,4,3.5,1,no,1larv,int,yes,0.14135,0.06695,0.000501701,1st,yes,no,no,no,incomplete
Spirometra erinacei,cestode,3,4,3.5,2,no,2larv,int,yes,64.4225,2.28,432.8605333,2nd,yes,no,yes,yes,incomplete
Spirometra erinacei,cestode,3,4,3.5,3,paratenic,3larv,int,yes,50,NA,NA,3rd,no,yes,no,no,incomplete
Spirometra erinacei,cestode,3,4,3.5,4,no,adult,def,yes,750,7.5,5800,4th,no,no,no,no,incomplete
Spirometra mansonoides,cestode,3,4,3.5,0,NA,free larva,NA,yes,NA,NA,NA,propagule,yes,no,no,no,incomplete
Spirometra mansonoides,cestode,3,4,3.5,1,no,1larv,int,yes,0.2,NA,NA,1st,yes,no,no,no,incomplete
Spirometra mansonoides,cestode,3,4,3.5,2,no,2larv,int,yes,10.375,NA,NA,2nd,yes,no,yes,yes,incomplete
Spirometra mansonoides,cestode,3,4,3.5,3,paratenic,3larv,int,yes,NA,NA,NA,3rd,no,yes,no,no,incomplete
Spirometra mansonoides,cestode,3,4,3.5,4,no,adult,def,yes,305,7,2135,4th,no,no,no,no,incomplete
Spiroxys contortus,nematode,2,3,2.5,0,NA,free larva,NA,yes,0.26,0.017,5.90E-05,propagule,yes,no,no,no,complete
Spiroxys contortus,nematode,2,3,2.5,1,no,1larv,int,yes,1.46,0.043,0.002120214,1st,yes,no,yes,no,complete
Spiroxys contortus,nematode,2,3,2.5,2,paratenic,2larv,int,yes,2.381666667,0.064,0.008685875,2nd,no,yes,no,no,complete
Spiroxys contortus,nematode,2,3,2.5,3,no,adult,def,yes,22.45333333,0.460666667,4.160420089,3rd,no,no,no,no,complete
Spirura infundibuliformis,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Spirura infundibuliformis,nematode,2,2,2,1,no,1larv,int,no,1.75,0.057,0.004465578,1st,no,yes,no,no,incomplete
Spirura infundibuliformis,nematode,2,2,2,2,no,adult,def,no,34.75,0.607,10.43463428,2nd,no,no,no,no,incomplete
Spirura malayensis,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Spirura malayensis,nematode,2,2,2,1,no,1larv,int,no,4.18,0.11,0.039723868,1st,no,yes,no,no,incomplete
Spirura malayensis,nematode,2,2,2,2,no,adult,def,no,22.61,0.45,4.938112413,2nd,no,no,no,no,incomplete
Spirura rytipleurites,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Spirura rytipleurites,nematode,2,2,2,1,no,1larv,int,no,9.15,0.12,0.059941588,1st,no,yes,no,no,incomplete
Spirura rytipleurites,nematode,2,2,2,2,no,adult,def,no,NA,NA,NA,2nd,no,no,no,no,incomplete
Spirura talpae,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Spirura talpae,nematode,2,2,2,1,no,1larv,int,no,3.75,NA,NA,1st,no,yes,no,no,incomplete
Spirura talpae,nematode,2,2,2,2,no,adult,def,no,26,0.62,7.849583404,2nd,no,no,no,no,incomplete
Spongiobothrium sp.,cestode,3,3,3,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,all missing
Spongiobothrium sp.,cestode,3,3,3,1,no,1larv,int,no,NA,NA,NA,1st,yes,no,no,no,all missing
Spongiobothrium sp.,cestode,3,3,3,2,no,2larv,int,no,0.7605,NA,NA,2nd,no,yes,no,no,all missing
Spongiobothrium sp.,cestode,3,3,3,3,no,adult,def,no,NA,NA,NA,3rd,no,no,no,no,all missing
Staphylocystis brusatae,cestode,2,2,2,0,NA,embryo,NA,no,0.03,0.021,0.000329867,propagule,yes,no,no,no,complete
Staphylocystis brusatae,cestode,2,2,2,1,no,1larv,int,no,0.243333334,0.219166667,0.027952902,1st,no,yes,no,no,complete
Staphylocystis brusatae,cestode,2,2,2,2,no,adult,def,no,38,0.8,30.4,2nd,no,no,no,no,complete
Staphylocystis furcata,cestode,2,2,2,0,NA,embryo,NA,no,0.022,0.017,0.000195826,propagule,yes,no,no,no,complete
Staphylocystis furcata,cestode,2,2,2,1,no,1larv,int,no,0.234625,0.193125,0.023667156,1st,no,yes,no,no,complete
Staphylocystis furcata,cestode,2,2,2,2,no,adult,def,no,37.66666667,0.920666667,43.12,2nd,no,no,no,no,complete
Staphylocystis scalaris,cestode,2,2,2,0,NA,embryo,NA,no,0.035,0.0195,0.000285885,propagule,yes,no,no,no,complete
Staphylocystis scalaris,cestode,2,2,2,1,no,1larv,int,no,0.265,0.251,0.034827173,1st,no,yes,no,no,complete
Staphylocystis scalaris,cestode,2,2,2,2,no,adult,def,no,30.75,0.95,29.175,2nd,no,no,no,no,complete
